PH,StartCount,VEmax,R0,VEest,CILow,CIUp,SS
0.2,26,0.9,0.5,94.73684211,71.42857143,100,97.35268977
0.2,26,0.9,0.61,94.59064327,82.07219251,100,66.15532378
0.2,26,0.9,0.7,95.91666667,77.32905983,100,50.07732436
0.2,26,0.9,0.8,95,66.23626374,100,37.04502898
0.25,6,0.5,0.37,19.56995274,8.508480826,30.24651675,1638.780373
0.25,6,0.5,0.5,23.59767892,11.0397334,36.02543251,739.5382552
0.25,6,0.5,0.61,27.17121588,7.015832348,45.74598163,420.9674733
0.25,6,0.5,0.7,31.03513881,11.69147789,40.4667398,348.7006574
0.25,6,0.5,0.8,31.7989418,14.96880357,45.11529642,270.6031407
0.25,6,0.6,0.37,22.74408794,10.32683058,33.09934612,1276.388515
0.25,6,0.6,0.5,26.8738995,8.112812955,41.64973262,483.2349423
0.25,6,0.6,0.61,32.22821204,15.7459334,48.74734945,342.6142687
0.25,6,0.6,0.7,35.11828472,13.21934724,50.53142303,245.9046499
0.25,6,0.6,0.8,38.00097752,21.69730906,51.74517826,213.4098701
0.25,6,0.7,0.37,24.85741445,2.565008013,38.53568298,692.2559931
0.25,6,0.7,0.5,31.18456925,4.748452697,48.58078388,387.8746433
0.25,6,0.7,0.61,36.63945712,13.63700164,49.58692116,246.1633308
0.25,6,0.7,0.7,38.98163757,13.59782609,56.74854207,197.888024
0.25,6,0.7,0.8,41.79664542,14.46969697,63.19175971,129.1528743
0.25,6,0.8,0.37,28.08411404,14.61521883,40.821973,759.6778377
0.25,6,0.8,0.5,34.26975085,9.541751825,52.2326857,241.1669651
0.25,6,0.8,0.61,39.10599078,12.83887987,55.93998738,177.6168288
0.25,6,0.8,0.7,41.64258189,19.03555844,58.7553931,126.8479392
0.25,6,0.8,0.8,47.41165581,22.57407407,62.12897715,103.6368199
0.25,6,0.9,0.37,29.83298827,10.10585003,47.15163934,489.2250613
0.25,6,0.9,0.5,36.14327229,14.0296875,55.30965046,225.3041503
0.25,6,0.9,0.61,42.79106858,20.58849558,61.43407244,153.9858038
0.25,6,0.9,0.7,48.31982438,22.97619048,64.42266949,106.5594897
0.25,6,0.9,0.8,50.96302922,18.90095729,67.02307692,83.72621105
0.25,11,0.5,0.37,31.29684306,14.42729534,47.17712819,832.7339101
0.25,11,0.5,0.5,36.46138807,14.36416185,53.77540011,340.0883016
0.25,11,0.5,0.61,38.46095584,10.23573802,60.23447205,221.0683497
0.25,11,0.5,0.7,43.97020512,16.18679381,61.34746449,198.8490562
0.25,11,0.5,0.8,41.85936444,14.5308399,61.56554186,131.6438649
0.25,11,0.6,0.37,36.75584692,8.35106383,51.39132166,531.5760491
0.25,11,0.6,0.5,43.75572519,17.65625,62.79971277,240.2558582
0.25,11,0.6,0.61,48.14814815,22.85523114,62.46886792,171.3351554
0.25,11,0.6,0.7,50.16778523,22.74609375,70.10000731,136.768553
0.25,11,0.6,0.8,50.35714286,28.28799877,68.28368999,112.950653
0.25,11,0.7,0.37,43.97041807,21.48614191,57.90172804,440.7683326
0.25,11,0.7,0.5,47.72881356,26.88311688,67.17261905,209.1753729
0.25,11,0.7,0.61,52.62253779,24.28001876,68.72590174,138.5229148
0.25,11,0.7,0.7,56.30188679,27.59024064,73.15642035,94.56950791
0.25,11,0.7,0.8,59.17479675,32.84855769,75.82056452,72.70619252
0.25,11,0.8,0.37,45.8315241,15.77669346,66.03855006,289.4738087
0.25,11,0.8,0.5,54.79037013,23.87241055,74.22680412,148.3285066
0.25,11,0.8,0.61,59.6875,37.09252837,78.13731811,98.0405037
0.25,11,0.8,0.7,61.6902834,32.41339313,75.26111111,79.6761976
0.25,11,0.8,0.8,64.19413919,25.49007444,82.07842991,61.10212099
0.25,11,0.9,0.37,54.3487395,23.31761006,71.72675026,238.308498
0.25,11,0.9,0.5,59.67741935,32.95569407,79.87162162,123.6233143
0.25,11,0.9,0.61,63.37868481,34.6,80.84935438,78.42484867
0.25,11,0.9,0.7,69.42276423,29.58333333,81.66759362,66.19747784
0.25,11,0.9,0.8,72.4744898,40.28335725,84.89312771,51.26474806
0.25,16,0.5,0.37,43.01215278,19.74390244,63.07915458,620.462695
0.25,16,0.5,0.5,47.88120376,28.48124637,64.95406235,321.1785314
0.25,16,0.5,0.61,50.72125363,24.75806452,68.52530608,216.9908053
0.25,16,0.5,0.7,53.70594566,27.71134021,70.01020871,131.7401513
0.25,16,0.5,0.8,55.97157502,39.9849485,74.58782743,112.2459739
0.25,16,0.6,0.37,50,27.82103825,71.71704116,384.4101204
0.25,16,0.6,0.5,55.13157895,21.85359801,70.44972826,201.1199311
0.25,16,0.6,0.61,59.5732607,26.42857143,77.73148148,127.5679848
0.25,16,0.6,0.7,59.41686367,35.34994553,77.08710081,100.315448
0.25,16,0.6,0.8,61,35.99669343,81.40470833,77.49514748
0.25,16,0.7,0.37,60.87996174,31.58333333,75.17045455,319.0303959
0.25,16,0.7,0.5,65.54987212,37.23325062,83.94241922,154.0249952
0.25,16,0.7,0.61,66.44144144,38.75675676,85.43918919,102.0766898
0.25,16,0.7,0.7,70.73715562,44.45684524,86.58525595,73.38116414
0.25,16,0.7,0.8,72.07602339,39.02717391,86.03463366,58.99341224
0.25,16,0.8,0.37,63.0075188,32.96037296,83.33333333,211.5484364
0.25,16,0.8,0.5,70.22285443,38.5483871,88.44148597,119.1326747
0.25,16,0.8,0.61,75.47440029,48.85869565,89.20833333,79.22247818
0.25,16,0.8,0.7,74.75490196,48.48585323,90.40322581,59.66893918
0.25,16,0.8,0.8,77.88888889,51.07954545,91.3961039,47.27179156
0.25,16,0.9,0.37,72.31800766,35.47491039,90.40322581,177.6402648
0.25,16,0.9,0.5,78.19293478,57.63111888,93.32685905,94.52260164
0.25,16,0.9,0.61,79.74358974,53.72916667,90.80952381,62.22441869
0.25,16,0.9,0.7,82.35294118,55.44117647,93.83375675,50.89967075
0.25,16,0.9,0.8,84.2621259,57.66666667,95.8869606,39.73636673
0.25,21,0.5,0.37,54.91155186,25.33928571,74.22364672,623.6782971
0.25,21,0.5,0.5,55.95575723,23.08257919,74.01639851,256.7810038
0.25,21,0.5,0.61,60.85987787,37.24242424,79.04261705,171.3664378
0.25,21,0.5,0.7,60.40989527,22.82888521,75.50996973,136.9329854
0.25,21,0.5,0.8,59.86394558,34.7501717,78.41233297,101.6927429
0.25,21,0.6,0.37,63.54754668,25.96283784,83.49242424,361.8675125
0.25,21,0.6,0.5,67.39439962,32.58865248,85.15,192.1037625
0.25,21,0.6,0.61,65.91274397,37.42424242,83.0849359,136.8775098
0.25,21,0.6,0.7,68.88204225,34.17488324,89.09722222,93.20277478
0.25,21,0.6,0.8,70.56980057,44.60943396,85.0422984,73.9126217
0.25,21,0.7,0.37,69.84848485,26.48411371,87.69886364,274.0402401
0.25,21,0.7,0.5,76.74418605,43.6637931,92.79758482,144.8182816
0.25,21,0.7,0.61,76.22529644,58.06818182,88.41905188,94.86256783
0.25,21,0.7,0.7,75.93103448,52.19251337,91.64335664,70.75163821
0.25,21,0.7,0.8,79.41855988,51.13095238,92.95905707,56.51375846
0.25,21,0.8,0.37,80.38461538,60,94.64488636,219.6211849
0.25,21,0.8,0.5,84.61174242,63.87019231,96.09090909,113.3404993
0.25,21,0.8,0.61,85.67031464,61.36128364,95.29656319,77.49209783
0.25,21,0.8,0.7,86.00571195,62.66964286,97.05882353,58.61078571
0.25,21,0.8,0.8,85.27000964,60.28787879,96.11802413,47.44458398
0.25,21,0.9,0.37,89.08730159,61.72727273,100,166.5636264
0.25,21,0.9,0.5,90,63.89318885,100,95.09252398
0.25,21,0.9,0.61,91.66666667,69.99545455,100,65.41390234
0.25,21,0.9,0.7,92.59259259,69.59615385,100,49.08115926
0.25,21,0.9,0.8,94.36507937,78.80645161,100,38.62693832
0.25,26,0.5,0.37,61.29032258,32.50794492,77.70486556,715.2225452
0.25,26,0.5,0.5,61.94357367,24.38138138,80.87258454,303.5313678
0.25,26,0.5,0.61,63.55072464,25.74429772,83.2861991,192.9271453
0.25,26,0.5,0.7,64.06629642,39.89791988,84.85753676,146.5425238
0.25,26,0.5,0.8,63.32503113,30.35063752,83.01850913,116.5376144
0.25,26,0.6,0.37,68.73433584,40.43067227,86.35,524.693423
0.25,26,0.6,0.5,71.42857143,35.58712121,90.76265146,243.048651
0.25,26,0.6,0.61,73.17073171,46.73400673,87.69886364,149.6700574
0.25,26,0.6,0.7,72.04861111,44.55357143,87.92613636,100.9309091
0.25,26,0.6,0.8,72.11111111,42.59946237,91.47941889,79.4838581
0.25,26,0.7,0.37,77.22222222,42.56868132,94.44444444,335.8398186
0.25,26,0.7,0.5,82.33766234,46.21657754,96.69662309,172.9322304
0.25,26,0.7,0.61,82.2875817,55.92982456,94.87145682,114.3613921
0.25,26,0.7,0.7,81.16554054,58.98387097,96.11414392,79.93852426
0.25,26,0.7,0.8,81.98051948,58.54288499,96.49122807,63.61969341
0.25,26,0.8,0.37,89.18128655,57.70833333,100,279.1143724
0.25,26,0.8,0.5,88.88888889,67.38636364,100,127.9981178
0.25,26,0.8,0.61,90.39938556,57.19887955,100,86.40347886
0.25,26,0.8,0.7,88.16526611,61.72727273,100,66.87212709
0.25,26,0.8,0.8,90.76704545,65.79545455,100,48.98681573
0.25,26,0.9,0.37,96.29120879,72.72727273,100,222.3586054
0.25,26,0.9,0.5,93.75,70.98739496,100,115.3887157
0.25,26,0.9,0.61,96.55172414,80.59375,100,73.64607529
0.25,26,0.9,0.7,95.06097561,73.18181818,100,57.14997127
0.25,26,0.9,0.8,95.83333333,82.19230769,100,42.44021052
0.3,6,0.5,0.37,16.84000957,7.06548267,28.23417168,1819.353152
0.3,6,0.5,0.5,20.24867374,7.387099113,32.61536229,782.1835003
0.3,6,0.5,0.61,25.59458746,10.52806182,36.37546125,631.7771192
0.3,6,0.5,0.7,25.7885763,11.70506995,40.53714064,387.7513308
0.3,6,0.5,0.8,28.29781848,8.134615385,45.57955572,294.5099086
0.3,6,0.6,0.37,19.37725285,9.070847979,30.12989081,1477.512251
0.3,6,0.6,0.5,25.09199298,8.332021541,37.68921047,605.4213035
0.3,6,0.6,0.61,28.82496369,14.33006536,41.68859649,349.9051335
0.3,6,0.6,0.7,29.65517241,6.585648148,44.94555171,265.8215741
0.3,6,0.6,0.8,36.06454389,16.53778578,46.57415533,205.5156384
0.3,6,0.7,0.37,24.09411379,11.42034393,33.84287739,1026.114972
0.3,6,0.7,0.5,30.6002401,11.84375,45.67837847,489.3070197
0.3,6,0.7,0.61,34.53832753,14.54625398,46.90349544,271.026054
0.3,6,0.7,0.7,36.84322156,15.51591337,50.97948973,193.9085012
0.3,6,0.7,0.8,37.8921332,14.98688156,53.37705634,164.2874893
0.3,6,0.8,0.37,25.65964685,14.55975511,37.4375,831.5271366
0.3,6,0.8,0.5,32.54540191,15.6306397,48.46013476,369.4102255
0.3,6,0.8,0.61,37.4692039,18.34915409,54.78386497,247.0150696
0.3,6,0.8,0.7,40.40819827,22.38047337,58.29450758,161.7851965
0.3,6,0.8,0.8,42.69181702,15.88986433,60.3817475,119.6039298
0.3,6,0.9,0.37,28.35606604,8.412859825,43.56699031,508.0343905
0.3,6,0.9,0.5,37.47087348,18.28924491,51.16666667,300.9440982
0.3,6,0.9,0.61,41.84013163,18.72728748,57.53759398,170.0899354
0.3,6,0.9,0.7,44.09813467,18.3266129,59.83333333,137.1212288
0.3,6,0.9,0.8,48.07971014,15.87779232,64.56348802,97.06636187
0.3,11,0.5,0.37,29.3797954,2.85942029,48.5746429,678.6932628
0.3,11,0.5,0.5,34.55996132,16.21165644,51.9669332,385.5859458
0.3,11,0.5,0.61,37.01401746,13.88497199,55.44839255,279.4855945
0.3,11,0.5,0.7,39.76796375,18.56834956,56.45356899,212.6667057
0.3,11,0.5,0.8,41.43273092,16.89583333,59.02810945,162.0544954
0.3,11,0.6,0.37,34.0544157,13.22058824,49.69420601,710.840386
0.3,11,0.6,0.5,41.33575464,18.41101695,60.2233929,293.4530354
0.3,11,0.6,0.61,44.48784722,20.53521699,57.88352273,195.6141858
0.3,11,0.6,0.7,48.70962371,24.47860686,65.47727273,153.5824011
0.3,11,0.6,0.8,51.21216574,24.9108889,71.14186047,120.8922702
0.3,11,0.7,0.37,41.19198688,20.71889547,54.26177536,553.0719026
0.3,11,0.7,0.5,46.38501742,23.6972973,61.89637483,256.7815858
0.3,11,0.7,0.61,50.30120482,15.54883319,71.86910748,149.5203033
0.3,11,0.7,0.7,53.3073207,28.40192308,69.39516129,118.3508509
0.3,11,0.7,0.8,55.30731974,20.44186047,74.03638346,86.28455114
0.3,11,0.8,0.37,46.07718613,16.32472826,63.70833333,364.356644
0.3,11,0.8,0.5,48.88888889,23.79047179,68.50424178,190.0425761
0.3,11,0.8,0.61,57.97601744,35.19757433,74.1298151,106.0475895
0.3,11,0.8,0.7,58.1238215,31.93876508,75.12041284,90.03960081
0.3,11,0.8,0.8,62.98148148,32.53787879,81.89903846,67.83324043
0.3,11,0.9,0.37,47.86149163,21.00405306,70.91933232,280.483657
0.3,11,0.9,0.5,55.13157895,32.97619048,73.02183735,140.579711
0.3,11,0.9,0.61,62.48609566,33.18214804,80.01250782,93.67276198
0.3,11,0.9,0.7,64.52991453,36.14285714,81.18101266,74.66961584
0.3,11,0.9,0.8,68.18181818,42.5630517,82.84292035,56.0511456
0.3,16,0.5,0.37,43.79807692,11.62271805,60.10466989,579.8891533
0.3,16,0.5,0.5,47.00892857,22.77122642,64.62519562,387.589747
0.3,16,0.5,0.61,46.92804102,21.26982097,71.58545023,204.7482768
0.3,16,0.5,0.7,52.67741935,29.57988002,72.75051687,149.3728311
0.3,16,0.5,0.8,54.67294255,20.19012238,73.24903154,119.8849256
0.3,16,0.6,0.37,47.5020145,19.8125,66.98484848,394.5416158
0.3,16,0.6,0.5,53.43170239,30.03205128,71.09803117,255.2473757
0.3,16,0.6,0.61,56.98051948,23.95039683,74.90512497,141.111448
0.3,16,0.6,0.7,60.47077922,34.68129653,73.71428571,128.3927201
0.3,16,0.6,0.8,64.49714537,36.0218332,80,99.92191882
0.3,16,0.7,0.37,57.46434938,26.68538485,73.86363636,390.5749099
0.3,16,0.7,0.5,61.66666667,35.59872372,80.22058824,165.5023699
0.3,16,0.7,0.61,66.16310768,36.86298077,82.95586918,114.1696225
0.3,16,0.7,0.7,69.23624288,40.47637195,82.69199077,81.15333524
0.3,16,0.7,0.8,68.77842755,42.60043042,87.71169355,66.40132745
0.3,16,0.8,0.37,63.52339181,29.31538462,86.26736111,221.7742968
0.3,16,0.8,0.5,69.88372093,41.03030303,85.48642534,146.5131166
0.3,16,0.8,0.61,71.67919799,50,86.11594203,95.7357603
0.3,16,0.8,0.7,75,48.91079215,89.1540404,71.40081069
0.3,16,0.8,0.8,76.98612863,43.37558275,89.63290167,52.76186234
0.3,16,0.9,0.37,68.29268293,42.02651515,85.85822422,221.4684869
0.3,16,0.9,0.5,76.45576708,47.93103448,89.25185014,117.7435697
0.3,16,0.9,0.61,78.47490347,50,94.37631949,69.48858033
0.3,16,0.9,0.7,78.41832964,53.16666667,94.04807692,56.86911924
0.3,16,0.9,0.8,83.17610063,50.60897436,94.26136364,43.79410118
0.3,21,0.5,0.37,56.45848777,26.40223695,72.15072442,607.151843
0.3,21,0.5,0.5,57.42647059,29.8880597,76.40671642,363.1114307
0.3,21,0.5,0.61,59.17508418,24.8315047,76.28453947,195.3436757
0.3,21,0.5,0.7,58.59456333,21.74524854,76.77282609,156.8837367
0.3,21,0.5,0.8,62.73863242,21.47495872,79.10915842,114.4175418
0.3,21,0.6,0.37,65.45454545,39.54347826,82.6640625,405.9316212
0.3,21,0.6,0.5,67.64705882,29.99876299,81.8974359,217.2739969
0.3,21,0.6,0.61,68.25925926,46.62037037,84.98776355,152.3456626
0.3,21,0.6,0.7,69.28205128,38.325,88.68589744,105.2364029
0.3,21,0.6,0.8,70.24590164,42.66964286,88.21304348,81.87022877
0.3,21,0.7,0.37,69.6969697,27.11578947,88.41176471,296.0971688
0.3,21,0.7,0.5,74.13381123,47.43103448,88.88888889,163.1881194
0.3,21,0.7,0.61,74.73404255,39.32258065,89.7615304,104.2067024
0.3,21,0.7,0.7,77.77777778,48.359375,91.87106918,82.97058862
0.3,21,0.7,0.8,79.0165809,54.64285714,93.13041765,63.73252161
0.3,21,0.8,0.37,81.10119048,39.64052288,97.84090909,249.002684
0.3,21,0.8,0.5,80.32258065,45.79166667,95.86111111,124.5797251
0.3,21,0.8,0.61,84.84848485,57.0777592,93.91483516,88.01792696
0.3,21,0.8,0.7,84.92424242,57.0777592,95.83333333,65.35970577
0.3,21,0.8,0.8,89.00966184,67.38636364,97.71062271,46.5669427
0.3,21,0.9,0.37,86.8115942,63.97435897,100,202.4994361
0.3,21,0.9,0.5,88.88888889,53.99839744,100,102.3015163
0.3,21,0.9,0.61,89.47368421,66.66666667,97.26163664,68.72866912
0.3,21,0.9,0.7,89.64285714,71.46153846,100,56.17326507
0.3,21,0.9,0.8,92.30769231,66.66666667,100,43.01609609
0.3,26,0.5,0.37,57.65107212,17.703125,78.71059269,720.7689256
0.3,26,0.5,0.5,63.25030012,26.89009662,81.45089286,326.9213219
0.3,26,0.5,0.61,62.5,25.96283784,81.94583333,211.4324319
0.3,26,0.5,0.7,64.97012377,34.42161017,82.72862979,157.7378492
0.3,26,0.5,0.8,63.47202296,22.71026832,80.40384615,121.1625725
0.3,26,0.6,0.37,71.58385093,49.45495495,87.88484606,589.043868
0.3,26,0.6,0.5,70.36240786,36.79990967,86.05519481,279.4155084
0.3,26,0.6,0.61,73.94179894,47.49003322,92.45,163.086509
0.3,26,0.6,0.7,74.05329593,43.3032748,89.45833333,135.0035558
0.3,26,0.6,0.8,70.19977802,38.828125,90.74614065,88.33447425
0.3,26,0.7,0.37,81.53409091,38.54166667,95.4375,321.8040643
0.3,26,0.7,0.5,77.69886364,48.85869565,95.33770161,188.5930319
0.3,26,0.7,0.61,78.8676236,44.33503836,93.42532468,125.9539454
0.3,26,0.7,0.7,81.93473193,53.30039526,96.92824074,94.96867115
0.3,26,0.7,0.8,82.0855615,52.96491228,96.47952854,69.96856879
0.3,26,0.8,0.37,86.66666667,50.375,100,302.2436458
0.3,26,0.8,0.5,87.5,55.76923077,100,150.5617107
0.3,26,0.8,0.61,88.88888889,57.66666667,100,104.580782
0.3,26,0.8,0.7,90.47619048,67.65625,100,76.83374805
0.3,26,0.8,0.8,88,61.1875,100,54.81952229
0.3,26,0.9,0.37,92.72486772,66.66666667,100,243.3178441
0.3,26,0.9,0.5,95.82608696,72.04545455,100,131.584272
0.3,26,0.9,0.61,96.36243386,77.70604396,100,83.1541953
0.3,26,0.9,0.7,95.11904762,75,100,62.08745365
0.3,26,0.9,0.8,95.65217391,76.68552036,100,48.7360557
